State,Code,State2,Population,statesselected2.ID,statesselected2.Date / Time,statesselected2.Country,statesselected2.City,statesselected2.State,statesselected2.Shape,statesselected2.Summary,statesselected2.lat,statesselected2.lng,statesselected2.Date,statesselected2.Time
Washington,WA,.Washington,7294771,3070,8/29/16 21:28,USA,Arlington,WA,Triangle,"3 or 4 lights in a perfect triangle arrangement, to the west of Arlington.",48.1810957,-122.1389547,08/29/16,21:28
Washington,WA,.Washington,7294771,3073,8/25/16 02:20,USA,Lakewood,WA,Fireball,"Third time I've seen this. This time strange because they were red at first 
than turned white toward Ft. Lewis.",47.1714085,-122.5163999,08/25/16,02:20
Washington,WA,.Washington,7294771,3074,8/24/16 20:00,USA,SeaTac Airport,WA,Oval,"At first I thought it was just someone playing with a drone because it was 
moving around all over the place, but it kept moving.",47.4475673,-122.3080658,08/24/16,20:00
Arizona,AZ,.Arizona,6941072,3076,8/23/16 19:00,USA,Gila Bend,AZ,Light,Lights in the sky.,32.9478267,-112.7168238,08/23/16,19:00
Arizona,AZ,.Arizona,6941072,3077,8/22/16 22:15,USA,Prescott Valley,AZ,Other,"I saw two bright orange lights in the night that slowly glowed on , then 
slowly glowed off.",34.6100243,-112.3157209,08/22/16,22:15
Arizona,AZ,.Arizona,6941072,3079,8/22/16 20:00,USA,Sedona,AZ,Unknown,Lights and entities in Northern Arizona.,34.8657757,-111.792989,08/22/16,20:00
Washington,WA,.Washington,7294771,3081,8/19/16 22:45,USA,Aberdeen Gardens,WA,Unknown,"We watched 4 ufo's flying around then hover changing colors from white to 
red. One went down as if shot down.",47.072447,-123.7705599,08/19/16,22:45
Arizona,AZ,.Arizona,6941072,3088,8/18/16 21:00,USA,Mesa,AZ,Fireball,"Green, bright, ball falling from sky, Mesa, AZ.",33.436188,-111.5860661,08/18/16,21:00
Arizona,AZ,.Arizona,6941072,3089,8/18/16 20:37,USA,Maricopa,AZ,Circle,Bright flashing light zig zagging across the sky. ((anonymous report)),33.34883,-112.4912299,08/18/16,20:37
Arizona,AZ,.Arizona,6941072,3092,8/17/16 20:00,USA,Gilbert,AZ,Light,"Constant bright star-like white light, heading away with no nav or landing 
lights. ((NUFORC Note: Sighting of ISS. PD))",33.294207,-111.7379465,08/17/16,20:00
Washington,WA,.Washington,7294771,3093,8/16/16 23:40,USA,Bremerton,WA,Flash,Something falling out of the sky at full speed.,47.53279725,-122.754161,08/16/16,23:40
Washington,WA,.Washington,7294771,3098,8/16/16 17:00,USA,Snohomish,WA,Cigar,Cigar and slowly spinning triangle in daylight.,48.0074736,-121.7304881,08/16/16,17:00
Arizona,AZ,.Arizona,6941072,3103,8/15/16 20:05,USA,Gilbert,AZ,Circle,"Round shaped object with no blinking lights, just white, first high in air, 
then lower instantly, moving across the sky, disappears.",33.294207,-111.7379465,08/15/16,20:05
Washington,WA,.Washington,7294771,3104,8/14/16 19:45,USA,Sedro Woolley,WA,Other,Big black tranparent blib in sky.,48.5049158,-122.2349408,08/14/16,19:45
Washington,WA,.Washington,7294771,3108,8/14/16 18:00,USA,Vancouver,WA,Egg,"Leaving Clark County fair; noticed an object flying at high speed going N. 
Tried to get video but I think I was to far away.",45.6306954,-122.6744556,08/14/16,18:00
Washington,WA,.Washington,7294771,3112,8/14/16 17:00,USA,Allyn,WA,Disk,"Observed an object in the sky that flew fast, straight then 90 deggree turn 
qyickly, sped off.",47.3834644,-122.8304789,08/14/16,17:00
Washington,WA,.Washington,7294771,3113,8/14/16 01:57,USA,Vancouver,WA,Light,"8/14/16 @ 1:56am. Orange glowing ball disappears, re appeared and 
disappears again in Vancouver sky. Total time 1min.",45.6306954,-122.6744556,08/14/16,01:57
Washington,WA,.Washington,7294771,3114,08/12/2016 21:00,USA,Lake Roesiger,WA,Light,"Silent floating white orb over Lake Roesiger, WA.",47.9810178,-121.9198399,08/12/2016,21:00
Washington,WA,.Washington,7294771,3118,08/12/2016 13:00,USA,Yakima,WA,Circle,"Looking N over there army base Yakima, WA, there is four or five lights 
above the sky moving very slowly. ((anonymous report))",46.5967275,-120.529656,08/12/2016,13:00
Arizona,AZ,.Arizona,6941072,3121,08/12/2016 04:00,USA,Yuma,AZ,Triangle,"W on I-8, in AZ, E of Yuma at 4am. On my left, near an overpass, was a 
craft that looked to be size of car. ((anonymous report))",32.665135,-114.4760315,08/12/2016,04:00
Washington,WA,.Washington,7294771,3122,08/12/2016 02:45,USA,Tacoma,WA,Chevron,Five lights moved in unison from NW to SE across the Tacoma sky at night.,47.248404,-122.4616679,08/12/2016,02:45
Arizona,AZ,.Arizona,6941072,3123,08/12/2016 02:04,USA,Phoenix,AZ,Light,"Went out to smoke a cigarette and saw a flash of blue light in the sky, it 
was like something just warped out. The blue light was compo",33.4485866,-112.0773455,08/12/2016,02:04
Washington,WA,.Washington,7294771,3124,08/11/2016 22:00,USA,SeaTac,WA,Chevron,Flying wing spotted over SeaTac Airport at night.,47.44259955,-122.2930652,08/11/2016,22:00
Washington,WA,.Washington,7294771,3125,08/11/2016 22:00,USA,Oysterville,WA,Light,"Ball of light spotted over Oysterville, Washington.",46.548987,-124.0282199,08/11/2016,22:00
Washington,WA,.Washington,7294771,3126,08/11/2016 22:00,USA,Curlew,WA,Chevron,Explained chevron ufo sightings on 08/11/2016.,48.8854493,-118.5994713,08/11/2016,22:00
Washington,WA,.Washington,7294771,3127,08/11/2016 21:45,USA,Naches,WA,Formation,Chopper was keeping pace with orbs.,46.730958,-120.6995159,08/11/2016,21:45
Washington,WA,.Washington,7294771,3128,08/11/2016 20:30,USA,Kennewick,WA,Oval,"Orange color oval with light on top and many lights on the bottom very 
distant through a telescope.",46.2112458,-119.1372337,08/11/2016,20:30
Washington,WA,.Washington,7294771,3130,08/11/2016 20:00,USA,Chelan,WA,Circle,"Saw a doughnut-shaped object that looked like the first star just before 
sunset. It turned color with the sunset, and did not move.",47.8012197,-120.6276903,08/11/2016,20:00
Washington,WA,.Washington,7294771,3131,08/10/2016 02:30,USA,Colfax,WA,Circle,"Bright flashing light too fast to be anything but a ufo following me in my 
truck.",46.8801655,-117.3643494,08/10/2016,02:30
Washington,WA,.Washington,7294771,3136,08/08/2016 01:30,USA,Longview,WA,Disk,"White saucer shaped craft, with black tinted windows, and with no noise.",46.1427302,-122.9556409,08/08/2016,01:30
Washington,WA,.Washington,7294771,3137,08/07/2016 00:30,USA,Seattle,WA,Cigar,Straight Line of White Circular Lights Traveling W to E,47.6038321,-122.3300623,08/07/2016,00:30
Washington,WA,.Washington,7294771,3139,08/05/2016 22:35,USA,Kenmore,WA,Light,"Moving small white star (International space station?) ((anonymous report)) 
((NUFORC Note: ISS @ 22:25 hrs.. PD))",47.7573202,-122.2440147,08/05/2016,22:35
Washington,WA,.Washington,7294771,3148,08/03/2016 20:30,USA,Snoqualmie,WA,Circle,"Dim moving light in the sky turned extremely bright and stopped for 20 
seconds, before going dim again and heading in a diff. dir..",47.5332072,-121.8434934,08/03/2016,20:30
Arizona,AZ,.Arizona,6941072,3151,08/02/2016 19:25,USA,Phoenix,AZ,Light,This was not a plane or helecopter.,33.4485866,-112.0773455,08/02/2016,19:25
Washington,WA,.Washington,7294771,3152,08/02/2016 01:15,USA,Puyallup,WA,Unknown,Bright flash in the sky.,47.1849009,-122.2921405,08/02/2016,01:15
Washington,WA,.Washington,7294771,3153,08/01/2016 21:45,USA,Shoreline,WA,Unknown,"I noticed a light way up in the sky, and quickly realized a second light 
following. ((anonymous report))",47.7563195,-122.3438254,08/01/2016,21:45
Arizona,AZ,.Arizona,6941072,3154,7/31/16 20:00,USA,Phoenix,AZ,Rectangle,"Looks like square lightning. ((NUFORC Note: Looks like a normal lightning 
bolt to us. PD))",33.4485866,-112.0773455,07/31/16,20:00
Washington,WA,.Washington,7294771,3155,7/29/16 22:35,USA,Reardan,WA,Triangle,"Large bright golden triangle moving rapidly from west to east near zenith 
then suddenly vanishes. ((anonymous report))",47.6696056,-117.8777335,07/29/16,22:35
Washington,WA,.Washington,7294771,3156,7/29/16 22:20,USA,Bainbridge Island,WA,Triangle,"Triangle shape object with lights flew at very high speed across sky and 
stopped to descend",47.6262626,-122.5204512,07/29/16,22:20
Washington,WA,.Washington,7294771,3161,7/28/16 22:00,USA,Centralia,WA,Light,"They are still moving. Different directions. Coming from different ways. 
They look like moving stars.",46.7204489,-122.9614302,07/28/16,22:00
Arizona,AZ,.Arizona,6941072,3163,7/28/16 09:00,USA,Phoenix,AZ,Other,"Faster than Mach 9.6 or almost 7,000 mph. WAY FASTER!",33.4485866,-112.0773455,07/28/16,09:00
Arizona,AZ,.Arizona,6941072,3165,7/28/16 01:35,USA,Buckeye,AZ,Changing,"We saw a fuzzy orb of yellow/cream light that divided into two and back to 
one, giving the appearance of growing brighter and then disa",33.377888,-112.572688,07/28/16,01:35
Washington,WA,.Washington,7294771,3172,7/28/16 01:00,USA,Yakima,WA,Unknown,Brilliant flash of light followed by a sonic boom,46.5967275,-120.529656,07/28/16,01:00
Arizona,AZ,.Arizona,6941072,3174,7/27/16 23:00,USA,Kingman,AZ,Light,Slow moving orbs of light.,35.189443,-114.0530064,07/27/16,23:00
Arizona,AZ,.Arizona,6941072,3175,7/27/16 21:30,USA,Prescott Valley,AZ,Formation,"Round headlight appearing to be two crafts side by side, then veered toward 
the E. ((NUFORC Note: Space debris. PD))",34.6100243,-112.3157209,07/27/16,21:30
Arizona,AZ,.Arizona,6941072,3184,7/27/16 21:30,USA,Kingman,AZ,Other,"Huge low flying craft over Kingman, AZ, possible crash landing. ((NUFORC 
Note: Space debris? PD))",35.189443,-114.0530064,07/27/16,21:30
Arizona,AZ,.Arizona,6941072,3187,7/27/16 20:30,USA,Grand Canyon,AZ,Circle,Grand Canyon sighting.,36.0965604,-112.098494,07/27/16,20:30
Arizona,AZ,.Arizona,6941072,3191,7/27/16 02:30,USA,Surprise,AZ,Unknown,"Bright flash of green light, streaked through the sky and left behind a 
faint purple glow that faded quickly",33.6292271,-112.3680188,07/27/16,02:30
Washington,WA,.Washington,7294771,3193,7/26/16 23:00,USA,Bellingham,WA,Light,"Not sure what I just witnessed but it was very unusual. I just took my dog 
out for his last bathroom run when ai noticed a light that a",48.754402,-122.4788601,07/26/16,23:00
Arizona,AZ,.Arizona,6941072,3199,7/26/16 21:45,USA,Kingman,AZ,Circle,"2 large balls of light in the southern sky, lasted for only a few seconds.",35.189443,-114.0530064,07/26/16,21:45
Washington,WA,.Washington,7294771,3201,7/24/16 23:45,USA,Vantage,WA,Unknown,"30 minute lapse in memory, hallucinations, nose bleeds and astronomical 
anomalies.",46.9437207,-119.9899661,07/24/16,23:45
Washington,WA,.Washington,7294771,3202,7/24/16 23:00,USA,Port Townsend,WA,Flash,"I saw flashes of light above me that would appear for any tiny fraction of 
a second, then be gone, only to reappear again either in",48.1185325,-122.7679628,07/24/16,23:00
Washington,WA,.Washington,7294771,3206,7/24/16 02:50,USA,Issaquah,WA,Light,"Small, steady point of light made an impossible maneuver",47.5348778,-122.0432973,07/24/16,02:50
Washington,WA,.Washington,7294771,3207,7/23/16 00:00,USA,Maple valley,WA,Flash,"Super bright light, silent ,continuously ever 5 minutes .",47.3664231,-122.0437126,07/23/16,00:00
Washington,WA,.Washington,7294771,3208,7/23/16 22:15,USA,Mount Vernon,WA,Triangle,Shimmering object gliding across the sky much faster than any aircraft.,48.4200462,-122.3264199,07/23/16,22:15
Washington,WA,.Washington,7294771,3211,7/23/16 17:50,USA,Ritzville,WA,Changing,"2 crafts one heading north the other heading from north to south west while 
changing shape",47.1273723,-118.379975,07/23/16,17:50
Washington,WA,.Washington,7294771,3213,7/22/16 20:15,USA,Walla Walla,WA,Cigar,"White and glowing about 50 ft from the skyline. After about 15 minutes it 
started descending rapidly towards the ground and disappeared",46.0649999,-118.3302783,07/22/16,20:15
Washington,WA,.Washington,7294771,3214,7/22/16 15:00,USA,Seattle,WA,Unknown,"I, too saw flashes of intense white light flash outside my house. An 8-10"" 
strand of horizontal, bright light flashed outside.",47.6038321,-122.3300623,07/22/16,15:00
Arizona,AZ,.Arizona,6941072,3215,7/22/16 01:30,USA,Sedona,AZ,Light,Flash of white ball of light.,34.8657757,-111.792989,07/22/16,01:30
Washington,WA,.Washington,7294771,3216,7/22/16 00:10,USA,Renton,WA,Unknown,"After midnight I was on my way home from work, I was driving from the 
Fairwood neighborhood in Renton, WA. I was driving down Benson Rd",47.4799078,-122.2034495,07/22/16,00:10
Washington,WA,.Washington,7294771,3217,7/22/16 00:00,USA,Seattle,WA,Unknown,Strange flashes of light on a clear night in Sno-King area of WA.,47.6038321,-122.3300623,07/22/16,00:00
Arizona,AZ,.Arizona,6941072,3218,7/21/16 22:00,USA,Phoenix,AZ,Circle,"OBJECT CROSSED THE SKY SO FAST, LIKE IT WAS HURLING TOWARD THE GROUND, BUT 
DISAPPEARED INSTEAD.",33.4485866,-112.0773455,07/21/16,22:00
Arizona,AZ,.Arizona,6941072,3219,7/21/16 20:50,USA,Buckeye,AZ,Light,"Fast moving light in Buckeye, AZ.",33.377888,-112.572688,07/21/16,20:50
Arizona,AZ,.Arizona,6941072,3221,7/21/16 20:00,USA,Camp Verde,AZ,Light,"Multiple lights, moving horizontally and vertically with no sound.",34.5636358,-111.8543177,07/21/16,20:00
Washington,WA,.Washington,7294771,3222,7/21/16 03:00,USA,Richland,WA,Unknown,"There were jets flying over our house (North Richland) continuously for one 
hour. Was woken up by my dogs barking and then heard the j",46.2778406,-119.2769066,07/21/16,03:00
Washington,WA,.Washington,7294771,3224,7/19/16 22:00,USA,Lakewood,WA,Triangle,3 colored lights that changed direction,47.1714085,-122.5163999,07/19/16,22:00
Arizona,AZ,.Arizona,6941072,3225,7/19/16 05:20,USA,Yuma,AZ,Disk,"Orange saucer vanished and left a black trail leading down to the surface 
of the Earth.",32.665135,-114.4760315,07/19/16,05:20
Arizona,AZ,.Arizona,6941072,3231,7/19/16 00:10,USA,Phoenix,AZ,Cylinder,"Strange red lights in Phoenix Sky, just now.",33.4485866,-112.0773455,07/19/16,00:10
Washington,WA,.Washington,7294771,3236,7/19/16 00:05,USA,Everett,WA,Light,"Orbs over the Snohomish Valley in July, again!",47.9673056,-122.2013997,07/19/16,00:05
Arizona,AZ,.Arizona,6941072,3239,7/17/16 16:00,USA,Quartzsite,AZ,Unknown,"I did not witness anything while I was shooting my photos,I took them 
blindly of the bright sky. ((NUFORC Note: Lens flares. PD))",33.6639137,-114.2299485,07/17/16,16:00
Washington,WA,.Washington,7294771,3240,7/16/16 13:00,USA,Vancouver,WA,Oval,"Driving down to downtown Vancouver, WA, seen a blimp shaped object towards 
west hills of Portland. ((anonymous report))",45.6306954,-122.6744556,07/16/16,13:00
Arizona,AZ,.Arizona,6941072,3241,7/14/16 20:40,USA,Gold Canyon,AZ,Other,"Round craft with bright emerald lights flashed and disappeared the second 
time the lights flashed.",33.3710715,-111.4261849,07/14/16,20:40
Washington,WA,.Washington,7294771,3242,7/13/16 21:50,USA,Kennewick,WA,Fireball,"3 large silent, slow moving fiery orbs moving across the sky in an arc, one 
after the other in a timely manner.",46.2112458,-119.1372337,07/13/16,21:50
Washington,WA,.Washington,7294771,3245,7/13/16 01:30,USA,Camano Island,WA,Oval,"Stationary spacecraft, emitting glowing colored signals that slowly moves 
horizontally to the east.",48.1625483,-122.4950267,07/13/16,01:30
Arizona,AZ,.Arizona,6941072,3246,07/12/2016 21:45,USA,Kingman,AZ,Flash,"My girlfriend and I we're sitting on my back patio stargazing in Clacks 
Canyon. All of a sudden a spotlight appeared high in sky.",35.189443,-114.0530064,07/12/2016,21:45
Arizona,AZ,.Arizona,6941072,3251,07/11/2016 19:00,USA,Tucson,AZ,Other,Took pic 3 lights in picture u can see ufo have pic's.,32.2217422,-110.9264758,07/11/2016,19:00
Washington,WA,.Washington,7294771,3260,07/11/2016 16:18,USA,Spokane,WA,Triangle,"Black Triangle Craft spotted in Spokane, Washington. ((NUFORC Note: Serious 
report, or maybe not?? PD))",47.6588603,-117.4247133,07/11/2016,16:18
Washington,WA,.Washington,7294771,3262,07/09/2016 22:15,USA,Herron Island,WA,Light,Lights/orbs seen crossing the sky with no noise.,47.26439615,-122.8354025,07/09/2016,22:15
Washington,WA,.Washington,7294771,3267,07/09/2016 21:30,USA,Richland,WA,Oval,5 bright lights in the sky over the Columbia River.,46.2778406,-119.2769066,07/09/2016,21:30
Washington,WA,.Washington,7294771,3268,07/09/2016 21:00,USA,Vancouver,WA,Circle,"Saw a black rotating object looking east spinning rotating in place ...a 
small aircraft flew past object was higher than small plane.",45.6306954,-122.6744556,07/09/2016,21:00
Washington,WA,.Washington,7294771,3273,07/09/2016 21:00,USA,Vancouver,WA,Diamond,"Looking eastern direction...11:00. Position... Sky clear..looked up and saw 
a rotating diamond black gray object stationary..spining..",45.6306954,-122.6744556,07/09/2016,21:00
Washington,WA,.Washington,7294771,3274,07/09/2016 10:04,USA,Amboy,WA,Unknown,Mysterious lights and noise.,45.9032277,-122.4656783,07/09/2016,10:04
Arizona,AZ,.Arizona,6941072,3276,07/07/2016 21:30,USA,Tucson,AZ,Light,"Constellation of 14-30 dim lights, 3 bright blue lights performing 
maneuvers.",32.2217422,-110.9264758,07/07/2016,21:30
Arizona,AZ,.Arizona,6941072,3277,07/07/2016 21:30,USA,Tucson,AZ,Other,Star-like objects pass over Tucson.,32.2217422,-110.9264758,07/07/2016,21:30
Arizona,AZ,.Arizona,6941072,3283,07/07/2016 21:30,USA,Tucson,AZ,Teardrop,"Hundreds of small flickering white lighted objects floating quickly across 
the sky.",32.2217422,-110.9264758,07/07/2016,21:30
Washington,WA,.Washington,7294771,3284,07/04/2016 23:30,USA,Vancouver,WA,Light,"We saw unquestionably at least 8 plus ufo's flying in patterns coming and 
going!!",45.6306954,-122.6744556,07/04/2016,23:30
Washington,WA,.Washington,7294771,3286,07/04/2016 22:40,USA,Everett,WA,Sphere,"2 triangle sphere shaped bright orange objects flying under 500ft across 
Sivler Lake Wa",47.9673056,-122.2013997,07/04/2016,22:40
Washington,WA,.Washington,7294771,3287,07/04/2016 22:20,USA,Bellevue,WA,Unknown,Three objects observed during Bellevue 4th of July fireworks display 2016.,47.6144219,-122.1923371,07/04/2016,22:20
Washington,WA,.Washington,7294771,3294,07/04/2016 22:00,USA,Vancouver,WA,Light,Red/Green light hovering over fireworks display.,45.6306954,-122.6744556,07/04/2016,22:00
Washington,WA,.Washington,7294771,3298,07/04/2016 22:00,USA,Buckley,WA,Circle,"Red orbs over Buckley, WA.",47.1622483,-122.0277459,07/04/2016,22:00
Arizona,AZ,.Arizona,6941072,3301,07/04/2016 21:00,USA,El Mirage,AZ,Circle,"Round orb purple haze around it with red in the middle , moved vary quickly 
down and to the left and hovered there ,seen it for maybe 1",33.6130338,-112.3244865,07/04/2016,21:00
Arizona,AZ,.Arizona,6941072,3305,07/02/2016 21:03,USA,Phoenix,AZ,Light,"3 Moving Lights with Large Trails in Phoenix form a Triangle in the Night 
Sky",33.4485866,-112.0773455,07/02/2016,21:03
Washington,WA,.Washington,7294771,3306,07/01/2016 00:00,USA,White Center,WA,Unknown,"Strange sounds in White Center, WA.",47.5164297,-122.355739,07/01/2016,00:00
Washington,WA,.Washington,7294771,3308,6/29/16 21:43,USA,Bainbridge Island,WA,Cylinder,"Boxy cylinder/barrel shaped with flickering orange glow on one side moving 
slowly.",47.6262626,-122.5204512,06/29/16,21:43
Arizona,AZ,.Arizona,6941072,3309,6/29/16 01:01,USA,Phoenix,AZ,Light,"Please review the show of ""American Monster"" S1 / E5 ""Shooting Phoenix."" 
This show has absolutely nothing to do w/ UFOs.",33.4485866,-112.0773455,06/29/16,01:01
Washington,WA,.Washington,7294771,3312,6/28/16 22:45,USA,Arlington,WA,Light,"Slow silent orange lights over Arlington, WA.",48.1810957,-122.1389547,06/28/16,22:45
Washington,WA,.Washington,7294771,3314,6/28/16 11:30,USA,Auburn,WA,Triangle,"Black craft seen over Auburn, WA.",47.3075369,-122.2301807,06/28/16,11:30
Arizona,AZ,.Arizona,6941072,3315,6/27/16 20:25,USA,San Tan Valley,AZ,Oval,3 iridescent orbs flyin North to South with no noise,33.1775233,-111.5478924,06/27/16,20:25
Washington,WA,.Washington,7294771,3320,6/27/16 19:30,USA,Bow,WA,Cylinder,Photograph of an unidentified large cylindrical object in the air.,48.5617742,-122.3982193,06/27/16,19:30
Arizona,AZ,.Arizona,6941072,3322,6/27/16 17:50,USA,Phoenix,AZ,Oval,"Oval shaped disk w/15 degree increase towards center top; bright light 
w/thin beams extended to its side; shot up & disappeared.",33.4485866,-112.0773455,06/27/16,17:50
Washington,WA,.Washington,7294771,3323,6/26/16 15:00,USA,Port Townsend,WA,Circle,"Bright white orb in mid afternoon while flying kites. ((NUFORC Note: 
Objects in photos are camera ""lens flares."" PD))",48.1185325,-122.7679628,06/26/16,15:00
Washington,WA,.Washington,7294771,3326,6/24/16 21:59,USA,Arlington,WA,Fireball,Slow moving fireball.,48.1810957,-122.1389547,06/24/16,21:59
Washington,WA,.Washington,7294771,3327,6/20/16 22:00,USA,Bellevue,WA,Other,"IT WAS SEEN THROUGH OUR DINING ROOM WINDOW. BRIGHTER THAN AN LED LIGHT AND 
SOMEWHAT CIRCULAR IN SHAPE, THE LIGHTS ALL ORB LIKE. THE LIG",47.6144219,-122.1923371,06/20/16,22:00
Washington,WA,.Washington,7294771,3333,6/20/16 19:35,USA,Burlington,WA,Light,"Bright, White lights in sky over the foothills with one seperating and 
rejoining, moving southeast, faded out.",40.8075391,-91.1129233,06/20/16,19:35
Arizona,AZ,.Arizona,6941072,3336,6/19/16 23:32,USA,Sun City West,AZ,Sphere,Bright luminous green UFO.,33.6619813,-112.3412694,06/19/16,23:32
Washington,WA,.Washington,7294771,3340,6/19/16 17:05,USA,Burlington,WA,Other,"Sky opens portal and orb shoots through it and begins to travel. ((NUFORC 
Note: No portal. Lens flares. PD))",40.8075391,-91.1129233,06/19/16,17:05
Arizona,AZ,.Arizona,6941072,3342,6/19/16 12:20,USA,Green Valley,AZ,Cylinder,"UFO over Green Valley, Arizona.",31.8542511,-110.9937018,06/19/16,12:20
Arizona,AZ,.Arizona,6941072,3347,6/17/16 20:05,USA,Oro Valley,AZ,Sphere,Bright white sphere traveling east to west.,32.3909071,-110.9664879,06/17/16,20:05
Arizona,AZ,.Arizona,6941072,3348,6/13/16 22:30,USA,Phoenix,AZ,Circle,"Bright circular light over North Phoenix, then disappears.",33.4485866,-112.0773455,06/13/16,22:30
Arizona,AZ,.Arizona,6941072,3350,6/13/16 02:00,USA,Phoenix,AZ,Circle,Bright white/blue halo over Phoenix.,33.4485866,-112.0773455,06/13/16,02:00
Arizona,AZ,.Arizona,6941072,3351,06/12/2016 23:30,USA,Phoenix,AZ,Light,"Late night, on a mountain relatively close to my home, I encountered this 
green light streak across the sky. Heading in the north-west",33.4485866,-112.0773455,06/12/2016,23:30
Washington,WA,.Washington,7294771,3352,06/12/2016 19:42,USA,Tacoma,WA,Sphere,"Spherical UFO with rotating light spotted moving south over the Puget Sound 
and Narrows Bridge.",47.248404,-122.4616679,06/12/2016,19:42
Arizona,AZ,.Arizona,6941072,3356,06/11/2016 23:20,USA,Peoria,AZ,Unknown,Weird maneuvers by bright lights.,33.5766205,-112.2398261,06/11/2016,23:20
Arizona,AZ,.Arizona,6941072,3362,06/11/2016 11:10,USA,Laveen,AZ,Diamond,Weird shaped object towards South Mountain by Laveen 6-11-16.,33.3618814,-112.153386,06/11/2016,11:10
Arizona,AZ,.Arizona,6941072,3364,06/11/2016 07:00,USA,Buckeye,AZ,Sphere,"((HOAX??)) Was standing outside at a cemetery, my whole family was there. I 
was looking up at planes (like I do often).",33.377888,-112.572688,06/11/2016,07:00
Washington,WA,.Washington,7294771,3365,06/10/2016 04:35,USA,Seattle,WA,Unknown,"Bright light with an a flash of an orange tail before disappearing behind 
the tall buildings dt Seattle.",47.6038321,-122.3300623,06/10/2016,04:35
Washington,WA,.Washington,7294771,3366,06/10/2016 04:30,USA,Mercer Island,WA,Light,Large saucer-shaped ball of light discharging orange sparks.,47.5602073,-122.2201422,06/10/2016,04:30
Washington,WA,.Washington,7294771,3367,06/06/2016 14:20,USA,Gold Bar,WA,Cylinder,"One black floating cylinder shaped object moved in air floating ...turned 
like it was being driven from horizontal to vertical.",47.8540432,-121.6932028,06/06/2016,14:20
Arizona,AZ,.Arizona,6941072,3370,06/06/2016 04:30,USA,Mohave Valley,AZ,Sphere,"Early this morning while I was on my back porch waiting for my dogs to go 
number one and too,I Witnessed an orange colored orb to the w",35.0527235,-114.5716529,06/06/2016,04:30
Washington,WA,.Washington,7294771,3374,06/04/2016 20:30,USA,Cliffdell,WA,Fireball,Reddish orange and whitish fireballs.,46.9462292,-121.0689707,06/04/2016,20:30
Washington,WA,.Washington,7294771,3375,06/04/2016 20:30,USA,Cliffdell,WA,Fireball,"Reddish orange and whitish fireballs with lights inside of them by our 
campsite.",46.9462292,-121.0689707,06/04/2016,20:30
Washington,WA,.Washington,7294771,3376,06/03/2016 23:40,USA,Tacoma,WA,Circle,"2 of my son's and 2 friends while at Baker middle school playing football 
when noticed something towards Fern hill elementary school fl",47.248404,-122.4616679,06/03/2016,23:40
Arizona,AZ,.Arizona,6941072,3379,06/03/2016 14:05,USA,Wittmann,AZ,Cylinder,"Tumbling red cylinder moving very slowly, then disappeared.",33.7782918,-112.5297623,06/03/2016,14:05
Arizona,AZ,.Arizona,6941072,3380,06/02/2016 23:00,USA,Sun City,AZ,Formation,"Bluish, to red/orange, formation of circle or oval, swormed and traveled",33.6290111,-112.2819336,06/02/2016,23:00
Arizona,AZ,.Arizona,6941072,3381,06/02/2016 04:00,USA,Tucson,AZ,Circle,"Bright yellow pulsating light, 3 sec. And exploded into a white light.",32.2217422,-110.9264758,06/02/2016,04:00
Arizona,AZ,.Arizona,6941072,3384,06/02/2016 04:00,USA,Glendale,AZ,Other,"There was a bright light, multiple bass booms and then crazy trails left in 
the sky. ((NUFORC Note: Reported as meteor. PD))",33.5389854,-112.1858156,06/02/2016,04:00
Arizona,AZ,.Arizona,6941072,3387,06/02/2016 04:00,USA,Phoenix,AZ,Unknown,It turned the Phoenix area in to full daylight....,33.4485866,-112.0773455,06/02/2016,04:00
Arizona,AZ,.Arizona,6941072,3388,06/02/2016 04:00,USA,Phoenix,AZ,Fireball,"Gigantic fireball lit up the night sky just like it was daylight. E sky, N 
Phoenix. Huge contrail was left in the sky. ((meteor??))",33.4485866,-112.0773455,06/02/2016,04:00
Arizona,AZ,.Arizona,6941072,3391,06/02/2016 03:56,USA,Kingman,AZ,Unknown,"Driving into work I saw a sudden bright blue light almost like lighting 
over the mountains behind the airport. At first I thought it wa",35.189443,-114.0530064,06/02/2016,03:56
Arizona,AZ,.Arizona,6941072,3393,06/02/2016 03:56,USA,Scottsdale,AZ,Flash,"Flash of light in the sky followed by a boom, followed by smoke trails that 
appear in uneven circles. ((NUFORC Note: Meteor? PD))",33.5091215,-111.8992364,06/02/2016,03:56
Arizona,AZ,.Arizona,6941072,3394,06/02/2016 03:55,USA,Phoenix,AZ,Unknown,"Bright light swell, north of Phoenix.",33.4485866,-112.0773455,06/02/2016,03:55
Arizona,AZ,.Arizona,6941072,3399,06/02/2016 03:55,USA,Lakeside,AZ,Flash,"Bright flash in sky followed by loud distant boom. ((NUFORC Note: Reported 
to have been a meteor. PD))",34.154488,-109.9734404,06/02/2016,03:55
Arizona,AZ,.Arizona,6941072,3400,06/02/2016 03:45,USA,Tempe,AZ,Fireball,"Bright flash followed by fireball falling from sky seen over PHX INT 
airport restricted air space. ((NUFORC Note: Meteor?? PD))",33.4144139,-111.9094473,06/02/2016,03:45
